slug,name,country,region,piste_km,apres_score,crowd_score,infra_score,hut_score,park_score,beginner_score,advanced_score,lat,lon,image_url,openskimap_url,skimap_url,piste_map_url,official_url,skipass_url,piste_km_total,piste_km_easy,piste_km_intermediate,piste_km_advanced,runs_count_total,lifts_count_total,elevation_min_m,elevation_max_m,vertical_m,wikipedia_url,notes,source,last_checked
11er-neustift-neder,11er Neustift/Neder,Österreich,Tyrol,10.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.10114900000007,11.325328929750802,,https://openskimap.org/?obj=14e44f003d9b6e9b2b4b0558cb95b247b4008b3c,https://skimap.org/skiareas/view/2543,https://skimap.org/skiareas/view/2543,https://www.stubai.at/skigebiete/elferlifte/,,10.7,0.1,4.9,5.7,51,5,979.7,2033.9,1055,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
3-zinnen-dolomites-dobbiaco-san-candido-braies-sesto-alta-pusteria,3 Zinnen Dolomites (Dobbiaco - San Candido - Braies - Sesto - Alta Pusteria),Italien,Bolzano/Bozen,58.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.68807873387098,12.37380646854839,,https://openskimap.org/?obj=cece2d5f54131184f301a127d3f1e0f747031367,https://skimap.org/skiareas/view/2067,https://skimap.org/skiareas/view/2067,https://www.dreizinnen.com/,,58.8,20.8,18.7,5.9,126,21,1134.7,2220.9,1089.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
4-vallees-verbier-la-tzoumaz-nendaz-veysonnaz-thyon,4 Vallées – Verbier/La Tzoumaz/Nendaz/Veysonnaz/Thyon,Schweiz,Valais,165.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.12005235,7.264975510000001,,https://openskimap.org/?obj=0ed72c1a44d748a815d1efcd54caacf169610f05,https://skimap.org/skiareas/view/989,https://skimap.org/skiareas/view/989,http://www.4vallees.ch/,,165.5,61.2,79.2,24.1,315,79,904.7,3299.3,1944.4,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
abondance,Abondance,Frankreich,Haute-Savoie,9.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.28266613660247,6.727229647292763,,https://openskimap.org/?obj=d3d69f021189f84fe11396cd2078f905ebd0beb9,https://skimap.org/skiareas/view/4389,https://skimap.org/skiareas/view/4389,https://www.portesdusoleil.com/,,9.7,6.3,3,0.3,19,9,919.9,1689.1,769.2,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
adelboden-lenk,Adelboden - Lenk,Schweiz,Bern,83.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.46278593684211,7.516812273684212,,https://openskimap.org/?obj=fdbe9df85d02479357a5a789328b43cb5b6aef1c,https://skimap.org/skiareas/view/1002,https://skimap.org/skiareas/view/1002,https://www.adelboden-lenk.ch/de/Erlebnis/Skiregion/Adelboden-Lenk,,83.3,44.1,32.5,6.7,132,21,1262.7,2193,930.3,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
adelboden-tschentenalp,Adelboden - TschentenAlp,Schweiz,Bern,6.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.49989312500001,7.552475374999999,,https://openskimap.org/?obj=c3556d945fdc212c3e94a934a6fc4fe3ece0f5ec,https://skimap.org/skiareas/view/17213,https://skimap.org/skiareas/view/17213,https://www.tschentenalp.ch,,6.7,1.7,4.8,0.2,7,6,1401.1,1955.7,554.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
adelharz-und-breitensteinlifte-kranzegg-am-grunten,Adelharz- und Breitensteinlifte (Kranzegg am Grünten),Deutschland,Bavaria,7.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.583357680523655,10.3326416015625,,https://openskimap.org/?obj=34aefc36ef2dff03ffbc04baaddf0814e7e29ada,https://skimap.org/skiareas/view/17768,https://skimap.org/skiareas/view/17768,https://www.adelharzlifte.de/,,7.6,7.6,,,8,4,973.7,1315,343.9,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
aela-maloja,Aela (Maloja),Schweiz,Graubunden,3.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.397655,9.707386130769232,,https://openskimap.org/?obj=8117b8963f3c59c5d572d311e132218ff723c805,https://skimap.org/skiareas/view/14677,https://skimap.org/skiareas/view/14677,https://www.bregaglia.ch/de/alpinski,,3.1,,1.9,1.2,4,3,1816.2,2133.2,312.4,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
aeschiallmend,Aeschiallmend,Schweiz,Bern,6.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.646531611111115,7.7331602722222215,,https://openskimap.org/?obj=92f3b5384b3fa291c6ab4072334e2f340c576c4d,https://skimap.org/skiareas/view/12874,https://skimap.org/skiareas/view/12874,https://www.skilift-aeschiried.ch/,,6.8,3.2,3.2,0.5,13,4,913.9,1380.9,468.8,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
aggershausen,Aggershausen,Deutschland,Baden-Württemberg,1.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,48.07709282682927,8.81020918780488,,https://openskimap.org/?obj=e3edd0612360094bde3fb157a6ba62d252f5cca4,,,,,1.3,1.3,,,5,2,849.3,897.3,49.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
aichelberglifte-karlstift,Aichelberglifte Karlstift,Österreich,Lower Austria,4.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,48.594472123076926,14.746542569230769,,https://openskimap.org/?obj=c87ef8964bdbd00c5603d31098cb6521130acb40,https://skimap.org/skiareas/view/14455,https://skimap.org/skiareas/view/14455,,,4.4,2.9,1.3,0.1,9,2,888,1045.5,158.2,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
aillon-margeriaz,Aillon-Margériaz,Frankreich,Savoie,20.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.637918313785526,6.050839327133481,,https://openskimap.org/?obj=df9a26b589d512af30d78fa6ad55e745a3a677e3,,,,,20.2,14.8,3.4,1.5,37,10,1385.8,1832.5,449.5,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
aillon-le-jeune,Aillon-le-Jeune,Frankreich,Savoie,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.599340600000005,6.109535686206896,,https://openskimap.org/?obj=a2535a9ac71bbb890ba3cf431e90f71dbf525558,,,https://www.lesaillons.com,,1.1,1.1,,,3,0,971.7,1153.4,181.7,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
airolo-pescium,Airolo Pesciüm,Schweiz,Ticino,20.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.510421736343105,8.612196155304733,,https://openskimap.org/?obj=67a84872331001ee2d7615a03eb9d424c66e6006,https://skimap.org/skiareas/view/3169,https://skimap.org/skiareas/view/3169,https://airolo.ch/,,20.5,0.9,8.8,10.7,31,8,1178.9,2252.8,1074.7,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
ala-di-stura,Ala di Stura,Italien,Turin,5.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.30369492311826,7.3121628268817185,,https://openskimap.org/?obj=a0714d5b9bf5ac6e4b14641aa0a3aee630ceaed7,https://skimap.org/skiareas/view/5096,https://skimap.org/skiareas/view/5096,,,5.3,1.7,1,2.6,11,4,1023.9,1733.8,709.9,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
alberschwende,Alberschwende,Österreich,Vorarlberg,1.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.4484091719101,9.841138088764048,,https://openskimap.org/?obj=1ee6ad865d52676e22e9fcfb5795e8eed37b8178,https://skimap.org/skiareas/view/2695,https://skimap.org/skiareas/view/2695,https://www.skilifte-alberschwende.at/,,1.7,1.7,,,4,2,737.4,938.3,200.9,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
albiez-montrond,Albiez-Montrond,Frankreich,Savoie,17.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.210478077936955,6.348985265902581,,https://openskimap.org/?obj=78779b860e6b70a1d8e64ddb7cb458cedd26d005,https://skimap.org/skiareas/view/743,https://skimap.org/skiareas/view/743,,,17.2,10.1,6.1,0.9,21,8,1490.3,2011.5,521.4,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
aletsch-arena,Aletsch Arena,Schweiz,Valais,83.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.39998389397589,8.07504631566265,,https://openskimap.org/?obj=d264be37a4fd40a4de858be7fee0a5c077cb1068,https://skimap.org/skiareas/view/990,https://skimap.org/skiareas/view/990,https://www.aletscharena.ch/,,83.8,40,36.5,7,172,42,1057.4,2867.2,1811.8,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
alpe-cermis,Alpe Cermis,Italien,Trento,24.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.263627725000006,11.48420171,,https://openskimap.org/?obj=611dc30b6944dd59c79479c20d8f463ce6451e55,https://skimap.org/skiareas/view/2062,https://skimap.org/skiareas/view/2062,https://www.alpecermis.it/,,24.5,11,10.4,3.1,34,8,859.4,2248,1388.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
alpe-cimbra,Alpe Cimbra,Italien,Trento,56,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.90399322977097,11.224956125954195,,https://openskimap.org/?obj=ef817c42b82422721b05028c6d58ce10f8a2190c,https://skimap.org/skiareas/view/4227,https://skimap.org/skiareas/view/4227,https://www.alpecimbra.it/de/skigebiet-alpe-cimbra/lavarone-folgaria-skigebiet/46-0.html,,56,31.7,20.8,3.4,90,47,1176.8,1811.3,635.3,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
alpe-devero,Alpe Devero,Italien,Verbano-Cusio-Ossola,5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.308486537762235,8.254339244055943,,https://openskimap.org/?obj=57efd51e547ce58c39dd45053fd694c74096df90,https://skimap.org/skiareas/view/17527,https://skimap.org/skiareas/view/17527,,,5,0.9,3.8,0.3,10,5,1639.7,2200.4,560.7,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
alpe-teglio,Alpe Teglio,Italien,Sondrio,7.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.199940331578944,10.045337468421053,,https://openskimap.org/?obj=f534d751975c08efee1b98fe379351cab1f1abd2,https://skimap.org/skiareas/view/4427,https://skimap.org/skiareas/view/4427,https://alpeteglio.com/,,7.8,4.1,3.6,,14,3,1659.1,2481.6,822.5,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
alpe-d-huez-grand-domaine,Alpe d'Huez Grand Domaine,Frankreich,Isère,161.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.11623337631581,6.085985232894736,,https://openskimap.org/?obj=721dd142d0af653027c7569e1bd0799586bdefa1,https://skimap.org/skiareas/view/729,https://skimap.org/skiareas/view/729,https://www.alpedhuez.com/,,161.7,88.5,44.3,27.3,311,84,1123.5,3305.9,2190.7,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
alpe-del-nevegal,Alpe del Nevegal,Italien,Belluno,10.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.0838755962963,12.286405540740747,,https://openskimap.org/?obj=77090eda1d4d0aa577e1d378f1f3490ab3815deb,https://skimap.org/skiareas/view/4401,https://skimap.org/skiareas/view/4401,https://www.alpedelnevegal.it,,10.9,3.7,5.9,1.3,16,6,1046.1,1662.3,616.2,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
alpe-di-neggia,Alpe di Neggia,Schweiz,Ticino,1.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.11187341428572,8.84321211344538,,https://openskimap.org/?obj=4b2ae47a56fbfc7be28d330ab32916209d41ef6c,https://skimap.org/skiareas/view/17998,https://skimap.org/skiareas/view/17998,https://alpedineggia.ch/it,,1.4,1.1,0.3,,3,2,1374.7,1514.4,140.3,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
alta-badia,Alta Badia,Italien,Bolzano/Bozen,133.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.56402517098769,11.89053985308642,,https://openskimap.org/?obj=41ca531357e0d2a532b8ab94e3e9fe74ddbe88c4,https://skimap.org/skiareas/view/2053,https://skimap.org/skiareas/view/2053,https://www.altabadia.org/,,133.6,77.1,33.9,4.6,221,61,1340.7,2525.6,1184.9,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
altglashutten,Altglashütten,Deutschland,Baden-Württemberg,3.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.853806916572125,8.108614349365325,,https://openskimap.org/?obj=ab485c318cd0de0412cfc8540939a1ea49e94e42,https://skimap.org/skiareas/view/4575,https://skimap.org/skiareas/view/4575,,,3.1,1,0.9,1.1,5,2,989.7,1141,151.3,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
alvaneu,Alvaneu,Schweiz,Graubunden,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.674280894642855,9.640928101785715,,https://openskimap.org/?obj=dba91a12256f3eb096fdd4c1252ff22847141757,,,,,0.8,0.8,,,3,1,1141.5,1196.7,55.2,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
amden-arvenbuel,Amden Arvenbüel,Schweiz,Saint Gallen,6.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.14804457851854,9.177859122962962,,https://openskimap.org/?obj=766a9546cbf8003f6293803277f6b9940490a50c,,,https://www.amden-weesen.ch/winter/skigebiet-amden,,6.9,3.6,3.3,,10,3,1158,1365.4,208.2,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
amden-mattstock,Amden Mattstock,Schweiz,Saint Gallen,5.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.16267556879436,9.147164736643028,,https://openskimap.org/?obj=d5f1881a856237ba5306a46b6b9de657b73cdc3f,https://skimap.org/skiareas/view/3725,https://skimap.org/skiareas/view/3725,https://www.amden-weesen.ch/winter/skigebiet-amden,,5.9,1.4,4.5,,7,2,930.9,1637.5,706.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
ancelle,Ancelle,Frankreich,Hautes-Alpes,22.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.61006148245614,6.209634471929824,,https://openskimap.org/?obj=2bb6a71b243972bb44faef0f818e1d6a4979cacc,https://skimap.org/skiareas/view/672,https://skimap.org/skiareas/view/672,https://www.ancelleski.fr,,22.9,15.3,6.7,0.9,56,14,1322.8,1798.3,479.2,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
ankogel-mallnitz,Ankogel Mallnitz,Österreich,Carinthia,11.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.02701410714287,13.198975214285715,,https://openskimap.org/?obj=2bd25bec309a7e7ed0278937a9068904ab842bfc,https://skimap.org/skiareas/view/2806,https://skimap.org/skiareas/view/2806,https://www.ankogel-ski.at/,,11.8,1.3,7.4,3.1,21,6,1271,2629.7,1358.9,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
antagnod,Antagnod,Italien,Valle D'Aosta,11.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.82219840000001,7.683758616666667,,https://openskimap.org/?obj=ccff22ffefafc4b905e28fe6e6029f479fe08a6a,https://skimap.org/skiareas/view/4198,https://skimap.org/skiareas/view/4198,https://www.visitmonterosa.com/,,11.3,7.1,4,0.1,15,4,1726,2307.9,586,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
anzere,Anzère,Schweiz,Valais,38.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.31327014736841,7.402407884210526,,https://openskimap.org/?obj=23c484a02dad8207dee185a68f77c03e314a395d,https://skimap.org/skiareas/view/998,https://skimap.org/skiareas/view/998,https://www.anzere.ch,,38.3,13.5,16.2,7.1,164,14,1515.7,2411.3,967.4,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
appenzell,Appenzell,Schweiz,Appenzell Innerrhoden,5.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.320985639055785,9.401820007725318,,https://openskimap.org/?obj=f3788c639179ad3885d1fb1e90834e428a967c97,https://skimap.org/skiareas/view/15168,https://skimap.org/skiareas/view/15168,https://www.skilift-sollegg.ch,,5.5,2,3,0.5,5,1,811.6,1163.9,352.3,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
aprica,Aprica,Italien,Sondrio,38.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.13748567407408,10.160818651851852,,https://openskimap.org/?obj=3bd1726f524a9082e1272817d2fccffaa05843ef,https://skimap.org/skiareas/view/2054,https://skimap.org/skiareas/view/2054,https://www.apricaonline.com/index.php,,38.5,18.7,13,6.2,64,15,1157,2251.5,1097.9,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
arabba,Arabba,Italien,Belluno,48.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.49160742089552,11.85897598955224,,https://openskimap.org/?obj=96be13b1dd69f96a46471628f93fb9efdcb8fa4b,https://skimap.org/skiareas/view/4218,https://skimap.org/skiareas/view/4218,http://www.arabba.it,,48.5,13.4,14.3,5.9,82,19,1607.2,2533.3,926.3,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
area-sciisitica-febbio-rescadore,Area Sciisitica Febbio - Rescadore,Italien,Reggio Nell'Emilia,9.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.29180165517242,10.418995193103452,,https://openskimap.org/?obj=858c98a7b702f08d90bc82564cb6a5238b4c1058,https://skimap.org/skiareas/view/4452,https://skimap.org/skiareas/view/4452,https://www.infofebbio.com/,,9.5,3.8,2.7,3,22,3,1148.8,2062.8,919.1,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
area-sciistica-abetone,Area Sciistica Abetone,Italien,Pistoia,39.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.13530928636364,10.649192652272724,,https://openskimap.org/?obj=ffc04590f75f3e275d90108cc0984829ee429dda,https://skimap.org/skiareas/view/2281,https://skimap.org/skiareas/view/2281,https://multipassabetone.it/,,39.5,23.4,15,1.1,90,18,1258.4,1888.6,638.3,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
area-sciistica-campigna,Area Sciistica Campigna,Italien,Forli'-Cesena,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,43.878597899999995,11.71574674285714,,https://openskimap.org/?obj=7194ee17982b97c9ad6e525b6720359a64de8892,https://skimap.org/skiareas/view/4495,https://skimap.org/skiareas/view/4495,,,1.5,,0.9,0.7,4,1,1479.2,1628,149.7,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
area-sciistica-cerreto-laghi,Area Sciistica Cerreto Laghi,Italien,Massa-Carrara,8.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.29395920555557,10.242555111111109,,https://openskimap.org/?obj=73d868ce988c8c34a737447a43a0cad9d1d24af4,https://skimap.org/skiareas/view/4451,https://skimap.org/skiareas/view/4451,https://cerretolaghi.info/,,8.3,0.2,7.6,0.5,14,3,1349.5,1843.9,494.5,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
area-sciistica-pian-del-poggio-monte-chiappo,Area Sciistica Pian del Poggio Monte Chiappo,Italien,Alessandria,3.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.68901409062502,9.205198521875,,https://openskimap.org/?obj=dcd06faead3f5bf46441fcee8b91411573b24888,https://skimap.org/skiareas/view/5116,https://skimap.org/skiareas/view/5116,https://www.seggioviapiandelpoggio.it/,,3.2,2.5,0.7,,3,1,1333.5,1685,351.8,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
area-sciistica-piane-di-mocogno,Area Sciistica Piane di Mocogno,Italien,Modena,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.28708386833334,10.662483641666674,,https://openskimap.org/?obj=5117408d5b63f4793110881bdb87fe04aec87cd7,https://skimap.org/skiareas/view/4472,https://skimap.org/skiareas/view/4472,https://www.pianedimocogno.it/,,4,0.6,0.8,1.2,10,6,1236.2,1605.4,371.2,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
area-sciistica-pratospilla,Area Sciistica Pratospilla,Italien,Massa-Carrara,5.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.35389695,10.099760216666667,,https://openskimap.org/?obj=528cfbd0e80a15ba3391d34fc961500e2cbb9293,https://skimap.org/skiareas/view/4449,https://skimap.org/skiareas/view/4449,https://www.pratospilla.pr.it,,5.6,1.2,4.1,0.2,11,3,1368,1681.9,327.5,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
area-sciistica-sant-annapelago,Area Sciistica Sant'Annapelago,Italien,Modena,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.18189407857143,10.537561160714287,,https://openskimap.org/?obj=34eafa820be39bb71fb53d7762067f414bc10c61,https://skimap.org/skiareas/view/4453,https://skimap.org/skiareas/view/4453,https://www.nordappennino.it/,,4,1.9,2,,6,3,1096.8,1386.9,290.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
area-sciistica-schia-monte-caio,Area Sciistica Schia Monte Caio,Italien,Parma,12.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.4717567388889,10.169089952777778,,https://openskimap.org/?obj=f99eb5a0d8cf76dad7d2d7833c2af5fc314508d9,https://skimap.org/skiareas/view/4464,https://skimap.org/skiareas/view/4464,https://www.schiamontecaio.it,,12.4,2,8.3,2.1,14,4,1198.7,1487.7,314.3,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
area-sciistica-ventasso-laghi,Area Sciistica Ventasso Laghi,Italien,Reggio Nell'Emilia,4.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.38452521153845,10.274280076923075,,https://openskimap.org/?obj=f80e4d4940f3f6fb77d0adaa799dd7ff295f0787,https://skimap.org/skiareas/view/5117,https://skimap.org/skiareas/view/5117,https://stazione-sciistica-ventasso-laghi.webnode.it/,,4.8,0.2,4.4,0.2,11,2,1313.9,1502.3,190,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
area-scistica-zum-zeri,Area Scistica Zum Zeri,Italien,Massa-Carrara,6.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.386247182352925,9.747305117647057,,https://openskimap.org/?obj=22f19384d10ea054315383be570531c3bb429997,https://skimap.org/skiareas/view/4450,https://skimap.org/skiareas/view/4450,https://www.zumzeri.net/,,6.1,1.3,4.8,,10,3,1344.4,1567.1,236,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
argentera,Argentera,Italien,Cuneo,15.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.38082671294134,6.952949217560185,,https://openskimap.org/?obj=2efc8d2bd391f45727850bda54d8c8ae4acb6f12,https://skimap.org/skiareas/view/4446,https://skimap.org/skiareas/view/4446,,,15.9,0.5,11.5,3.8,18,4,1629.9,2513.5,883.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
arolla,Arolla,Schweiz,Valais,15.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.02284615249999,7.4725139800000004,,https://openskimap.org/?obj=5a706bbb2360489535ce7ca853764fae32dd424c,https://skimap.org/skiareas/view/3782,https://skimap.org/skiareas/view/3782,https://www.arolla.com/,,15.8,12.1,2.1,1.5,20,6,1982.2,2879.9,897.7,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
arosa-lenzerheide,Arosa Lenzerheide,Schweiz,Graubunden,153.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.74990624652973,9.569898657521774,,https://openskimap.org/?obj=4ae9b0cba5454d6f0921bf413c33a267f1d63cca,https://skimap.org/skiareas/view/1010,https://skimap.org/skiareas/view/1010,http://arosalenzerheide.ch,,153.2,90.8,47.3,15.1,262,47,1239.6,2855.1,1615.9,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
artesina,Artesina,Italien,Cuneo,35.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.2434048409836,7.750436559016395,,https://openskimap.org/?obj=b397f0f5eee9f8ab94490ebf1df40b8ebe640c9a,,,https://www.frabosaski.it/,,35.4,12.1,19.1,3.5,50,13,787.3,2081.5,1294.2,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
areches-beaufort,Arêches Beaufort,Frankreich,Savoie,35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.661623142500005,6.5441332725,,https://openskimap.org/?obj=d19b617dc3a4c9a07b0f8b3360f7f5a20d384a48,https://skimap.org/skiareas/view/744,https://skimap.org/skiareas/view/744,https://www.areches-beaufort.com,,35,21.6,10.8,2.5,53,15,1021.8,2318.7,1300.7,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
atzmannig,Atzmännig,Schweiz,Saint Gallen,7.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.28197100978263,9.000209588043477,,https://openskimap.org/?obj=ed1dc3eea539c61f394bd02c508be3f2367859ab,https://skimap.org/skiareas/view/3828,https://skimap.org/skiareas/view/3828,https://www.atzmaennig.ch/,,7.1,2.8,4.3,,10,5,825.2,1193.7,368.5,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
audi-skizentrum-sonnenbichl,Audi Skizentrum Sonnenbichl,Deutschland,Bavaria,1.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.70323279854172,11.714156518188474,,https://openskimap.org/?obj=3bf711831a12e0f071ce36623e66048a8bfeef87,https://skimap.org/skiareas/view/13655,https://skimap.org/skiareas/view/13655,https://audi-skizentrum-sonnenbichl.de/,,1.3,0,1.1,0.2,5,0,830.8,1026.4,195.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
auron,Auron,Frankreich,Alpes-Maritimes,61.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,44.22494470000002,6.917473911764706,,https://openskimap.org/?obj=f23d597954a98b529cf904c5f7d0522008afb131,,,,,61.2,33.7,20,7.5,63,20,1597.8,2445.4,847.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
auronzo,Auronzo,Italien,Belluno,7.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46.55307114957387,12.410327125115058,,https://openskimap.org/?obj=56ff01bce581c2bc09f30de77bed5df39878c501,https://skimap.org/skiareas/view/4221,https://skimap.org/skiareas/view/4221,https://www.auronzomisurina.it/,,7.2,0.4,6,0.8,9,3,858.6,1579.9,721.3,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
aussois,Aussois,Frankreich,Savoie,30,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.246784844827594,6.737974765517243,,https://openskimap.org/?obj=a0ffbaaaf9807c58da7fecab4df2617502f1d584,https://skimap.org/skiareas/view/745,https://skimap.org/skiareas/view/745,https://www.aussois.com,,30,15,9.2,5.1,50,10,1531.9,2680.4,1161.6,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
autrans,Autrans,Frankreich,Isère,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,45.208865324275116,5.566230920525001,,https://openskimap.org/?obj=587083ed85af457ce2b42663b8e33233681ccabc,https://skimap.org/skiareas/view/715,https://skimap.org/skiareas/view/715,https://autrans-meaudre.com/,,4,0.8,1.8,1.4,4,2,1208.3,1611.7,410,,,openskistats.org + api.openskimap.org + wikidata.org,2026-01-28
